INDICATOR_SEQ,PARENT_SEQ,AGENCY_NAME,INDICATOR_NAME,DESCRIPTION,CATEGORY,FREQUENCY,DESIRED_CHANGE,INDICATOR_UNIT,DECIMAL_PLACES,PERIOD_YEAR,PERIOD_MONTH,YTD_TARGET,YTD_ACTUAL,MONTHLY_TARGET,MONTHLY_ACTUAL
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,10,98.8,96.8,98.8,95.8
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,11,98.8,96.8,98.8,97.2
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,12,98.8,97.2,98.8,95.4
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,1,98.8,98.6,98.8,98.6
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,2,98.8,98.5,98.8,98.3
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,3,98.8,98.6,98.8,98.7
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,4,98.8,98.8,98.8,99.5
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,5,98.8,98.6,98.8,97.7
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,6,98.8,98.1,98.8,95.5
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,7,98.8,97.8,98.8,95.9
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,8,98.8,97.4,98.8,94.9
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,9,98.8,97.3,98.8,96.1
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,10,98.8,97.1,98.8,95.5
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,11,98.8,97,98.8,96.5
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,12,98.8,97,98.8,96.5
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,1,98.8,92.5,98.8,92.5
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,2,98.8,92.8,98.8,93.3
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,3,98.8,94.1,98.8,96.4
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,4,98.8,94.9,98.8,97.2
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,5,98.8,95.5,98.8,94.9
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,6,98.8,95,98.8,95.7
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,7,98.8,95.1,98.8,95.5
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,8,98.8,95.2,98.8,96
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,9,98.8,95.3,98.8,95.7
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,10,98.8,95.2,98.8,94.7
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,11,98.8,95.2,98.8,95.5
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,12,98.8,95.4,98.8,96.9
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,1,75,95.4,75,95.4
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,2,75,94.8,75,94.2
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,3,75,95,75,95.4
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,4,75,95.5,75,96.1
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,5,75,95.1,75,94.5
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,6,75,95.3,75,96
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,7,75,95.3,75,95.2
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,8,75,95.3,75,95.7
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,9,75,95.4,75,96.3
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,10,75,95.5,75,96.3
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,11,75,95.7,75,97.2
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,12,75,95.7,75,96
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,1,75,96.1,75,96.1
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,2,75,96.7,75,97.2
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,3,75,96.1,75,94.3
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,4,75,95.4,75,92
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,5,75,95.3,75,94.7
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,6,75,94.9,75,92.2
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,7,75,94.9,75,94.8
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,8,75,94.5,75,91.6
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,9,75,94.4,75,92.7
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,10,75,94.2,75,92.4
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,11,75,94.02,75,91.76
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,12,75,93.91,75,92.56
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,1,75,95.34,75,95.34
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,2,75,93.74,75,91.96
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,3,75,93.93,75,94.27
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,4,75,94.83,75,97.61
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,5,75,94.93,75,95.34
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,6,75,94.92,75,94.85
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,7,75,94.94,75,95.04
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,8,75,94.83,75,94.14
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,9,75,94.71,75,93.68
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,10,75,94.69,75,94.57
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,11,75,94.61,75,93.72
391713,391690,NYC Transit,OTP (Terminal) - S Line Rock,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,12,75,94.59,75,94.42
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2009,6,0,96.2,0,96.2
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2009,7,0,95.1,0,94
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2009,8,0,95.2,0,95.6
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2009,9,0,95.7,0,97
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2009,10,0,95.4,0,94.6
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2009,11,0,95.4,0,95.2
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2009,12,0,95.5,0,95.8
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2010,1,0,97.9,0,97.9
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2010,2,0,95.8,0,93.5
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2010,3,0,95.3,0,94.4
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2010,4,0,95.6,0,96.6
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2010,5,0,95.3,0,93.7
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2010,6,0,95.4,0,96.4
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2016,11,75,76.5,75,76.5
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2016,12,75,70.44,75,64.37
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2017,1,75,64.05,75,64.05
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2017,2,75,66.26,75,68.48
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2017,3,75,66.17,75,65.99
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2017,4,75,65.83,75,65
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2017,5,75,65.96,75,66.47
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2017,6,75,66.19,75,67.24
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2017,7,75,66.82,75,70.79
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2017,8,75,67.51,75,71.89
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2017,9,75,68.36,75,75.56
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2017,10,75,68.52,75,69.91
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2017,11,75,68.73,75,70.8
391715,391690,NYC Transit,OTP (Terminal) - W Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays. ",Service Indicators,M,U,%,1,2017,12,75,68.8,75,69.7
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2009,1,0,75.5,0,75.5
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2009,2,0,75.7,0,75.7
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2009,3,0,76,0,76
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2009,4,0,76.2,0,76.2
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2009,5,0,76.5,0,76.5
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2009,6,0,76.7,0,76.7
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2009,7,0,77.1,0,77.1
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2009,8,0,77.4,0,77.4
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2009,9,0,77.7,0,77.7
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2009,10,0,77.9,0,77.9
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2009,11,0,78.1,0,78.1
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2009,12,0,78.1,0,78.1
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2010,1,78.1,78.2,78.1,78.2
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2010,2,78.1,78.4,78.1,78.4
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2010,3,78.1,78.5,78.1,78.5
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2010,4,78.1,78.6,78.1,78.6
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2010,5,78.1,78.7,78.1,78.7
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2010,6,78.1,78.8,78.1,78.8
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2010,7,78.1,79.2,78.1,79.2
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2010,8,78.1,79.1,78.1,79.1
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2010,9,78.1,78.9,78.1,78.9
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2010,10,0,78.6,0,78.6
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2010,11,78.1,79.1,78.1,79.1
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2010,12,0,77.9,0,77.9
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2011,1,79,78,79,78
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2011,2,79,78.8,79,78.8
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2011,3,79,78.9,79,78.9
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2011,4,79,78.9,79,78.9
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2011,5,79,78.6,79,78.6
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2011,6,79,78.8,79,78.8
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2011,7,79,78.9,79,78.9
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2011,8,79,79.1,79,79.1
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2011,9,79,79,79,79
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2011,10,79,78.8,79,78.8
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2011,11,79,79.1,79,79.1
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2011,12,79,78.8,79,78.8
392289,0,NYC Transit,Subway Wait Assessment ,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight, is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.",Service Indicators,M,U,%,1,2012,1,79.2,78.8,79.2,78.8
